COMMUNE_PCODE	commune	PROVINCE	REGION	area_km2	road_length_km	road_density_km_per_km2	indice_densite_routiere	Indice_transport	Indice_POI	Indice_accessibilite
MA0060021610903	Bouabout Amdlane	Chichaoua	Marrakech-Safi	151.73405476998985	45.49546657253034	0.2998368865940863	4.15	0.0	0.04	2.08
MA0060021610905	Ichamraren	Chichaoua	Marrakech-Safi	186.235595348923	69.01155317811357	0.370560488443772	5.12	0.0	0.0	2.56
MA0060021610907	Kouzemt	Chichaoua	Marrakech-Safi	161.7677693494766	46.171963675345744	0.2854212792883215	3.95	0.0	0.0	1.98
MA0060021610909	Rahhala	Chichaoua	Marrakech-Safi	222.5735890159177	11.42433024852079	0.0513283283027069	0.71	0.0	0.0	0.36
MA0060021610911	Sidi Abdelmoumen	Chichaoua	Marrakech-Safi	282.7472385139745	36.98782663511255	0.1308158722592951	1.81	0.0	0.04	0.91
MA0060021610913	Taouloukoult	Chichaoua	Marrakech-Safi	241.2373053652888	89.9058859588074	0.372686495658991	5.15	0.0	0.0	2.58
MA0060021610915	Timlilt	Chichaoua	Marrakech-Safi	288.04931130065256	42.816919403009486	0.1486444081732907	2.05	0.0	0.33	1.09
MA0060032110101	Ait Daoud	Essaouira	Marrakech-Safi	26.776728104428148	12.859505044449966	0.4802493043324196	6.64	0.0	0.07	3.33
MA0060032110103	El Hanchane	Essaouira	Marrakech-Safi	15.05792839265638	10.77421135153554	0.7155175048375201	9.89	0.0	0.15	4.98
MA0060032110105	Essaouira	Essaouira	Marrakech-Safi	179.8019264606345	97.00850832335118	0.5395298606246582	7.46	2.16	20.68	8.51
MA0060032110107	Talmest	Essaouira	Marrakech-Safi	27.68681937792204	8.630429307583823	0.3117161704195563	4.31	0.0	0.18	2.19
MA0060032110109	Tamanar	Essaouira	Marrakech-Safi	86.23620389178366	19.282191796483488	0.2235974095135307	3.09	0.0	0.18	1.58
MA0060032110301	Ait Said	Essaouira	Marrakech-Safi	175.37966634204406	57.95016959174344	0.330426957699434	4.57	0.0	0.0	2.28
MA0060032110303	Aquermoud	Essaouira	Marrakech-Safi	221.71850414065628	76.33038767214252	0.3442671055714826	4.76	0.24	0.11	2.47
MA0060032110305	Had Dra	Essaouira	Marrakech-Safi	154.33437805499938	40.60255356118476	0.2630817195292382	3.64	0.48	0.7	2.1
MA0060032110307	Kechoula	Essaouira	Marrakech-Safi	154.1807421581533	31.379428259660468	0.2035236555514341	2.81	0.0	0.0	1.4
MA0060032110309	Korimate	Essaouira	Marrakech-Safi	237.7031060859493	74.30073581059514	0.3125778919511859	4.32	0.0	0.0	2.16
MA0060032110311	Lagdadra	Essaouira	Marrakech-Safi	114.7189828271944	41.696507117165	0.3634664995240939	5.02	0.0	0.0	2.51
MA0060032110313	Lahsinate	Essaouira	Marrakech-Safi	117.93956679278836	32.205958189678086	0.2730717015966467	3.78	0.0	0.04	1.9
MA0060032110315	Mejji	Essaouira	Marrakech-Safi	148.43654421023393	50.97736712973448	0.3434286846339815	4.75	0.24	0.07	2.46
MA0060032110317	Meskala	Essaouira	Marrakech-Safi	122.17138802919736	49.68999192880822	0.406723642338687	5.62	0.0	0.0	2.81
MA0060032110319	Mouarid	Essaouira	Marrakech-Safi	138.8512008460508	38.34258931707087	0.2761415751786161	3.82	0.0	0.0	1.91
MA0060032110321	Moulay Bouzarqtoune	Essaouira	Marrakech-Safi	223.678354930022	116.75661013310074	0.5219843921403489	7.22	0.24	0.18	3.72
MA0060032110323	Mzilate	Essaouira	Marrakech-Safi	131.49804051219976	34.92382158793932	0.2655843497888416	3.67	0.0	0.0	1.84
MA0060032110325	M'Khalif	Essaouira	Marrakech-Safi	121.6823565968325	15.250237333235589	0.1253282543151581	1.73	0.0	0.0	0.86
MA0060032110327	M'Ramer	Essaouira	Marrakech-Safi	174.18804053019707	36.63561816074248	0.2103222359539165	2.91	0.0	0.07	1.47
MA0060032110329	Oulad M'Rabet	Essaouira	Marrakech-Safi	82.44982002721603	53.78835205797971	0.6523768279933734	9.02	0.0	0.0	4.51
MA0060032110331	Ounagha	Essaouira	Marrakech-Safi	308.9991524396398	107.60889252679657	0.3482497983479647	4.81	0.0	0.92	2.59
MA0060032110333	Sidi Abdeljalil	Essaouira	Marrakech-Safi	115.7327945576585	14.635358947705893	0.1264581832975138	1.75	0.0	0.0	0.88
MA0060032110335	Sidi Aissa Regragui	Essaouira	Marrakech-Safi	121.00447532042485	79.28013641914342	0.6551835063059143	9.06	0.0	0.0	4.53
MA0060032110337	Sidi Ali El Korati	Essaouira	Marrakech-Safi	132.04237012275405	93.61005716617272	0.7089395402335441	9.8	0.0	0.0	4.9
MA0060032110339	Sidi Boulaalam	Essaouira	Marrakech-Safi	76.8184499624165	19.455072427898525	0.2532604138383024	3.5	0.0	0.04	1.76
MA0060032110341	Sidi Ishaq	Essaouira	Marrakech-Safi	146.07342286359116	28.901572237156028	0.1978564729337889	2.74	0.24	0.18	1.48
MA0060032110343	Sidi Laaroussi	Essaouira	Marrakech-Safi	335.3954660668683	74.03699637497908	0.2207453703629321	3.05	0.0	0.0	1.52
MA0060032110345	Sidi M'Hamed Ou Marzouq	Essaouira	Marrakech-Safi	280.777124827504	55.80920528721524	0.1987669234860273	2.75	0.0	0.0	1.38
MA0060032110347	Tafetachte	Essaouira	Marrakech-Safi	98.831002014664	43.08760025176198	0.4359725124042442	6.03	0.0	0.15	3.04
MA0060032110349	Takate	Essaouira	Marrakech-Safi	201.76416332351064	82.38410510744428	0.4083188201035919	5.64	0.0	0.0	2.82
MA0060032110351	Zaouiat Ben Hmida	Essaouira	Marrakech-Safi	88.68590965900259	51.729895265559406	0.5832932814745985	8.06	0.0	0.07	4.04
MA0060032110501	Adaghas	Essaouira	Marrakech-Safi	117.27082958118254	20.1175876417317	0.1715480969443043	2.37	0.0	0.0	1.18
MA0060032110503	Aglif	Essaouira	Marrakech-Safi	242.55017551109896	73.78595268797169	0.3042090261633114	4.21	0.0	0.04	2.11
MA0060032110505	Aguerd	Essaouira	Marrakech-Safi	113.73001842371666	33.7540277192735	0.2967908401590007	4.1	0.0	0.4	2.13
MA0060032110507	Ait Aissi Ihahane	Essaouira	Marrakech-Safi	240.18896624776025	61.810535290758615	0.2573412769802243	3.56	0.0	0.0	1.78
MA0060032110509	Assais	Essaouira	Marrakech-Safi	361.2668701719047	36.56792436621816	0.1012213612303218	1.4	0.0	0.04	0.71
MA0060032110511	Bizdad	Essaouira	Marrakech-Safi	150.91669428051503	103.24693177906592	0.6841319462455004	9.46	0.0	0.18	4.77
MA0060032110513	Bouzemmour	Essaouira	Marrakech-Safi	265.0091615682568	48.54201932511988	0.1831710988324349	2.53	0.0	0.04	1.27
MA0060032110515	Ezzaouite	Essaouira	Marrakech-Safi	112.86241550088567	48.32171459003604	0.4281470884313728	5.92	0.0	0.04	2.97
MA0060032110517	Ida Ou Aazza	Essaouira	Marrakech-Safi	110.84453217045176	31.479928340404715	0.284000732593614	3.93	0.0	0.04	1.97
MA0060032110519	Ida Ou Guelloul	Essaouira	Marrakech-Safi	122.11199863726884	31.66021801450872	0.2592719664556039	3.58	0.0	0.04	1.8
MA0060032110521	Ida Ou Kazzou	Essaouira	Marrakech-Safi	282.5720254090151	33.410807255334056	0.1182381985866182	1.63	0.0	0.0	0.82
MA0060032110523	Imgrade	Essaouira	Marrakech-Safi	342.337023625337	50.42484377802302	0.1472959110411889	2.04	0.0	0.0	1.02
MA0060032110525	Imi N'Tlit	Essaouira	Marrakech-Safi	110.9518199322472	112.66963494499662	1.0154825311905509	14.04	0.0	0.0	7.02
MA0060032110527	Sidi Ahmed Essayeh	Essaouira	Marrakech-Safi	137.28989611980867	57.75557306528543	0.4206833474102414	5.82	0.0	0.15	2.94
MA0060032110529	Sidi El Jazouli	Essaouira	Marrakech-Safi	207.59760185938728	104.31579814437772	0.5024903814401203	6.95	0.0	0.0	3.48
MA0060032110531	Sidi Ghaneme	Essaouira	Marrakech-Safi	115.03139332218122	84.8709026194395	0.7378064384713843	10.2	0.0	0.04	5.11
MA0060032110533	Sidi H'Mad Ou M'Barek	Essaouira	Marrakech-Safi	162.5322084481328	18.13803137144984	0.1115965355090713	1.54	0.0	0.0	0.77
MA0060032110535	Sidi Hmad Ou Hamed	Essaouira	Marrakech-Safi	113.22107269097238	28.49988803848052	0.2517189367766247	3.48	0.0	0.04	1.75
MA0060032110537	Sidi Kaouki	Essaouira	Marrakech-Safi	100.40852789735942	41.69543360636776	0.4152578917299741	5.74	0.96	1.73	3.5
MA0060032110539	Smimou	Essaouira	Marrakech-Safi	84.41034984363615	66.70608253418055	0.790259519807092	10.93	0.0	0.18	5.5
MA0060032110541	Tafedna	Essaouira	Marrakech-Safi	140.8277091013931	72.47131685169371	0.5146097832175615	7.11	0.0	0.48	3.65
MA0060032110543	Tahelouante	Essaouira	Marrakech-Safi	158.57892663246767	54.7776197287718	0.3454281151475303	4.78	0.0	0.04	2.4
MA0060032110545	Takoucht	Essaouira	Marrakech-Safi	154.16422100734053	68.61759506169066	0.445094163959246	6.15	0.0	0.0	3.08
MA0060032110547	Targante	Essaouira	Marrakech-Safi	247.12853826841305	19.53797841501343	0.0790599845404851	1.09	0.0	0.0	0.55
MA0060032110549	Tidzi	Essaouira	Marrakech-Safi	158.89023444325784	35.29781612616196	0.222152206206023	3.07	0.0	0.07	1.55
MA0060032110551	Timizguida Ouftas	Essaouira	Marrakech-Safi	99.39388990598738	33.094603375724816	0.3329641631596031	4.6	0.0	0.0	2.3
MA0060043510101	Méchouar-Kasba	Marrakech	Marrakech-Safi	18.307360472406145	37.11747414266911	2.027461806884428	28.03	4.33	3.78	16.07
MA0060043510103	Annakhil	Marrakech	Marrakech-Safi	97.08375363319044	95.76333758731622	0.9863992069068208	13.64	12.74	3.42	11.33
MA0060043510105	Gueliz	Marrakech	Marrakech-Safi	51.324599233706685	156.25686984540167	3.044482999933144	42.09	44.47	30.19	40.42
MA0060043510107	Marrakech-Médina	Marrakech	Marrakech-Safi	8.293958731664953	17.873143970143698	2.154959356369476	29.79	13.22	37.35	26.33
MA0060043510109	Ménara	Marrakech	Marrakech-Safi	95.92794593696424	183.72494909185505	1.915239060915404	26.48	63.22	15.42	35.29
MA0060043510111	Sidi Youssef Ben Ali	Marrakech	Marrakech-Safi	16.66453391364262	16.54514518346164	0.9928357594157948	13.73	6.49	2.13	9.24
MA0060043510201	Alouidane	Marrakech	Marrakech-Safi	142.69471268880338	61.068762235397934	0.427967939979529	5.92	9.13	1.25	5.95
MA0060043510207	Ouahat Sidi Brahim	Marrakech	Marrakech-Safi	77.70993518146724	83.75950157796879	1.0778480432698172	14.9	5.77	0.66	9.31
MA0060043510209	Oulad Hassoune	Marrakech	Marrakech-Safi	117.76807819030962	50.577819510067926	0.4294696855656905	5.94	12.02	0.37	6.65
MA0060043510303	Harbil	Marrakech	Marrakech-Safi	410.57503625790247	158.0548011492401	0.3849595985907873	5.32	13.7	1.18	7.01
MA0060043510305	M'Nabha	Marrakech	Marrakech-Safi	437.1366254417018	37.927081143781365	0.0867625335796518	1.2	0.72	0.11	0.84
MA0060043510311	Ouled Dlim	Marrakech	Marrakech-Safi	807.0308840910894	172.1112195621267	0.2132647249999178	2.95	4.57	0.07	2.86
MA0060043510501	Agafay	Marrakech	Marrakech-Safi	283.8786947516808	76.11466812868876	0.2681239188987714	3.71	11.3	0.37	5.32
MA0060043510503	Ait Imour	Marrakech	Marrakech-Safi	174.07790944482005	27.7262615321661	0.1592750143920753	2.2	4.33	0.11	2.42
MA0060043510505	Loudaya	Marrakech	Marrakech-Safi	260.94812535453906	204.15429679187136	0.7823558667627738	10.82	6.25	0.88	7.46
MA0060043510509	Sid Zouine	Marrakech	Marrakech-Safi	100.17906162841112	90.45935930954322	0.9029767082973816	12.48	1.68	0.59	6.86
MA0060043510707	Saada	Marrakech	Marrakech-Safi	256.2425482223797	112.69943165868904	0.4398154500121619	6.08	16.83	1.36	8.36
MA0060043510711	Souihla	Marrakech	Marrakech-Safi	121.7680548468064	25.58296542149356	0.2100958700020206	2.9	2.88	0.29	2.37
MA0060043510713	Tassoultante	Marrakech	Marrakech-Safi	124.17094240691048	88.12918694339203	0.709740823699244	9.81	12.26	2.06	9.0
MA0060051910103	El Kelaâ des Sraghna	El Kelâa des Sraghna	Marrakech-Safi	37.65511397925106	80.48369402985846	2.137390795688656	29.55	0.0	3.71	15.52
MA0060051910105	Laattaouia	El Kelâa des Sraghna	Marrakech-Safi	36.3871603371776	25.32374785755741	0.6959528477324888	9.62	0.0	0.55	4.92
MA0060051910107	Sidi Rahal	El Kelâa des Sraghna	Marrakech-Safi	42.94239206635874	24.78576664339172	0.5771864456244158	7.98	5.77	0.37	5.8
MA0060051910109	Tamallalt	El Kelâa des Sraghna	Marrakech-Safi	37.17810004002755	16.372228698579484	0.4403729260223743	6.09	0.0	0.11	3.07
MA0060051910301	Chtaiba	El Kelâa des Sraghna	Marrakech-Safi	151.26336260978704	35.04364167359534	0.2316730308580879	3.2	0.0	0.04	1.61
MA0060051910303	Eddachra	El Kelâa des Sraghna	Marrakech-Safi	117.87873555129484	13.952936150193262	0.1183668630727859	1.64	0.0	0.0	0.82
MA0060051910305	El Aamria	El Kelâa des Sraghna	Marrakech-Safi	65.04840480908803	14.416825679523344	0.2216322709501578	3.06	0.0	0.11	1.55
MA0060051910307	El Marbouh	El Kelâa des Sraghna	Marrakech-Safi	51.462998883518615	31.81399943446543	0.6181917129717461	8.55	0.0	0.11	4.3
MA0060051910309	Errafiaya	El Kelâa des Sraghna	Marrakech-Safi	40.44414925774944	11.503624420499683	0.2844323500832569	3.93	0.0	0.0	1.96
MA0060051910311	Hiadna	El Kelâa des Sraghna	Marrakech-Safi	366.3055543653479	49.0228707928229	0.1338305417665826	1.85	0.0	0.18	0.96
MA0060051910313	Lounasda	El Kelâa des Sraghna	Marrakech-Safi	74.78988772666887	21.43409948326543	0.2865908765848083	3.96	0.0	0.0	1.98
MA0060051910315	Mayate	El Kelâa des Sraghna	Marrakech-Safi	484.65135574270073	108.19264605227843	0.2232380963558419	3.09	0.0	0.04	1.55
MA0060051910317	Oulad Aamer	El Kelâa des Sraghna	Marrakech-Safi	86.95503468426915	15.929534936190102	0.1831927845699759	2.53	0.0	0.0	1.26
MA0060051910319	Oulad Bouali Loued	El Kelâa des Sraghna	Marrakech-Safi	120.51066355348952	29.487637566156696	0.2446890316313659	3.38	0.0	0.11	1.71
MA0060051910321	Oulad Cherki	El Kelâa des Sraghna	Marrakech-Safi	431.6404463688175	58.61644744570446	0.1357992466619296	1.88	0.0	0.0	0.94
MA0060051910323	Oulad El Garne	El Kelâa des Sraghna	Marrakech-Safi	56.13013370009359	51.53203190706116	0.9180814031621528	12.69	0.0	0.04	6.35
MA0060051910325	Oulad Massaoud	El Kelâa des Sraghna	Marrakech-Safi	54.66497822560862	3.183060007755111	0.0582285059113763	0.8	0.0	0.0	0.4
MA0060051910327	Oulad Msabbel	El Kelâa des Sraghna	Marrakech-Safi	65.10710879887533	9.781480638502222	0.1502367532356342	2.08	0.0	0.04	1.05
MA0060051910329	Oulad Sbih	El Kelâa des Sraghna	Marrakech-Safi	92.08031273347508	34.33119437785138	0.3728396804778721	5.15	0.0	0.11	2.6
MA0060051910331	Oulad Yaacoub	El Kelâa des Sraghna	Marrakech-Safi	132.5783031340435	59.31548086230992	0.4473996080817154	6.19	0.0	0.04	3.1
MA0060051910333	Oulad Zarrad	El Kelâa des Sraghna	Marrakech-Safi	208.0891317008233	53.2863170799228	0.2560744842577089	3.54	0.0	0.0	1.77
MA0060051910335	Sidi El Hattab	El Kelâa des Sraghna	Marrakech-Safi	300.0721681248708	70.83713944880134	0.2360670097845378	3.26	0.0	0.04	1.64
MA0060051910337	Sidi Moussa	El Kelâa des Sraghna	Marrakech-Safi	109.20152260496266	14.137717115897871	0.1294644687972087	1.79	0.0	0.04	0.9
MA0060051910339	Taouzint	El Kelâa des Sraghna	Marrakech-Safi	52.11183762871618	28.467274122874088	0.5462726976871608	7.55	0.0	0.0	3.78
MA0060051910341	Znada	El Kelâa des Sraghna	Marrakech-Safi	55.43645500435812	17.689545825534076	0.3190959058284556	4.41	0.0	0.18	2.24
MA0060051910501	Assahrij	El Kelâa des Sraghna	Marrakech-Safi	66.93841002983993	18.94651435966589	0.2830439855266935	3.91	0.0	0.15	1.98
MA0060051910503	Bouya Omar	El Kelâa des Sraghna	Marrakech-Safi	62.43597803700372	11.93701539315548	0.1911880900797423	2.64	0.0	0.0	1.32
MA0060051910505	Choara	El Kelâa des Sraghna	Marrakech-Safi	74.6725310679342	30.520824928991704	0.4087289461398466	5.65	0.0	0.0	2.82
MA0060051910507	Dzouz	El Kelâa des Sraghna	Marrakech-Safi	85.31148281667127	14.186599469837304	0.1662917933371685	2.3	0.0	0.0	1.15
MA0060051910509	Fraita	El Kelâa des Sraghna	Marrakech-Safi	129.45418139337872	33.86081405653293	0.2615660127164099	3.62	0.0	0.0	1.81
MA0060051910515	Laatamna	El Kelâa des Sraghna	Marrakech-Safi	61.17698853801485	15.454356836983935	0.2526171556708897	3.49	0.0	0.11	1.77
MA0060051910516	Laattaouia Ech-chaibia	El Kelâa des Sraghna	Marrakech-Safi	38.04875929457355	7.171327399115018	0.1884772994460763	2.61	0.0	0.07	1.32
MA0060051910517	Loued Lakhdar	El Kelâa des Sraghna	Marrakech-Safi	140.57872261308057	21.4842032705724	0.1528268494066778	2.11	0.0	0.0	1.06
MA0060051910519	M'Zem Sanhaja	El Kelâa des Sraghna	Marrakech-Safi	156.8653846044287	16.99512458773961	0.1083420961902884	1.5	0.0	0.04	0.76
MA0060051910521	Ouargui	El Kelâa des Sraghna	Marrakech-Safi	83.56734673666286	27.103503097122548	0.3243312628140632	4.48	0.0	0.04	2.25
MA0060051910523	Oulad Aarrad	El Kelâa des Sraghna	Marrakech-Safi	30.726922210891896	0.0	0.0	0.0	0.0	0.0	0.0
MA0060051910525	Oulad Khallouf	El Kelâa des Sraghna	Marrakech-Safi	49.68905674778444	10.141430726168652	0.2040978716429517	2.82	0.0	0.15	1.44
MA0060051910527	Sidi Aissa Ben Slimane	El Kelâa des Sraghna	Marrakech-Safi	201.48773865826752	21.74528404397773	0.10792360958926	1.49	0.0	0.0	0.74
MA0060051910529	Sour El Aaz	El Kelâa des Sraghna	Marrakech-Safi	58.39954093188856	13.620262633420888	0.2332255085584698	3.22	0.0	0.0	1.61
MA0060051910711	Jbiel	El Kelâa des Sraghna	Marrakech-Safi	315.0632201780996	48.93294702884043	0.1553115181174734	2.15	0.0	0.07	1.09
MA0060051910713	Jouala	El Kelâa des Sraghna	Marrakech-Safi	189.53644699088423	23.82999911420435	0.1257277926886033	1.74	0.0	0.07	0.88
MA0060051910731	Zemrane	El Kelâa des Sraghna	Marrakech-Safi	237.0933046950278	32.034519532749094	0.1351135561333331	1.87	1.44	0.0	1.37
MA0060051910733	Zemrane Charqia	El Kelâa des Sraghna	Marrakech-Safi	305.9485534944579	140.01723331638922	0.4576496006179861	6.33	0.0	0.0	3.16
MA0060064310103	Safi	Safi	Marrakech-Safi	102.17571443444623	136.34627089406487	1.3344293372329852	18.45	19.95	14.25	18.06
MA0060064310109	Jamaat Shaim	Safi	Marrakech-Safi	17.565994233730795	18.11374591827617	1.0311825039480864	14.26	0.0	0.07	7.14
MA0060064310111	Sebt Gzoula	Safi	Marrakech-Safi	36.462252279265776	40.58212009409922	1.112989943223453	15.39	0.48	1.03	8.04
MA0060064310301	Bouguedra	Safi	Marrakech-Safi	237.627866282862	49.951094115901086	0.2102072239980535	2.91	0.24	0.4	1.61
MA0060064310302	Chahda	Safi	Marrakech-Safi	202.9169962563976	65.25371822843266	0.3215783765396405	4.45	0.0	0.04	2.23
MA0060064310303	El Gouraani	Safi	Marrakech-Safi	209.9269729157571	53.34952145576237	0.2541337147617106	3.51	0.0	0.04	1.76
MA0060064310305	Labkhati	Safi	Marrakech-Safi	360.32366282314746	172.21181282870074	0.4779364515763846	6.61	0.0	0.04	3.31
MA0060064310307	Lahdar	Safi	Marrakech-Safi	216.8151933510845	104.62455370325638	0.4825517625687787	6.67	0.0	0.04	3.34
MA0060064310309	Lamrasla	Safi	Marrakech-Safi	197.08447898654828	65.48498237521262	0.332268592189252	4.59	0.0	0.0	2.3
MA0060064310311	Lamsabih	Safi	Marrakech-Safi	201.63997646867125	30.52341440142902	0.1513758081903537	2.09	0.24	0.0	1.12
MA0060064310313	Sidi Aissa	Safi	Marrakech-Safi	183.76379743376967	66.46602883337215	0.3616927259969535	5.0	0.0	0.11	2.52
MA0060064310315	Sidi Ettiji	Safi	Marrakech-Safi	306.02004500007337	97.69707186606706	0.3192505636878905	4.41	0.0	0.04	2.21
MA0060064310701	Atouabet	Safi	Marrakech-Safi	217.8192338984427	60.39898012066508	0.2772894709051536	3.83	0.0	0.0	1.92
MA0060064310703	El Ghiate	Safi	Marrakech-Safi	397.2962813291314	86.33879131406205	0.2173158807961169	3.0	0.0	0.07	1.51
MA0060064310705	Khatazakane	Safi	Marrakech-Safi	284.6900499932827	108.47463801948052	0.3810271487255701	5.27	0.24	0.07	2.72
MA0060064310707	Laamamra	Safi	Marrakech-Safi	272.86808532197523	89.68685004838727	0.3286820807298141	4.54	0.0	0.0	2.27
MA0060064310709	Lamaachate	Safi	Marrakech-Safi	234.84487203509565	112.99937438384532	0.4811660284707366	6.65	0.96	0.59	3.73
MA0060064310711	Nagga	Safi	Marrakech-Safi	249.597019958034	127.77827718003432	0.5119383124106143	7.08	0.0	0.0	3.54
MA0060064310713	Oulad Salmane	Safi	Marrakech-Safi	310.881557863721	145.63598114823606	0.4684613077372621	6.48	0.0	0.07	3.25
MA0060064310901	Ayir	Safi	Marrakech-Safi	354.3148616215888	133.7118154146078	0.3773813347897699	5.22	0.0	0.15	2.64
MA0060064310903	Dar Si Aissa	Safi	Marrakech-Safi	181.58891326856195	98.11287857343773	0.5403021407388078	7.47	0.0	0.07	3.75
MA0060064310905	El Beddouza	Safi	Marrakech-Safi	192.67846128447616	84.67160766599694	0.4394451102709673	6.08	0.0	0.22	3.08
MA0060064310907	Hrara	Safi	Marrakech-Safi	371.53585302603176	120.58690925644574	0.3245633181140038	4.49	0.0	0.29	2.3
MA0060064310909	Moul El Bergui	Safi	Marrakech-Safi	247.70824260598025	176.08652745005628	0.7108626083555492	9.83	0.0	0.0	4.92
MA0060064310915	Saadla	Safi	Marrakech-Safi	213.2982513611265	121.07905548174618	0.5676514209990039	7.85	0.0	0.29	3.98
MA0060075850107	Echemmaia	Youssoufia	Marrakech-Safi	47.69840695319432	18.37985308984116	0.3853347368157811	5.33	0.0	0.62	2.79
MA0060075850113	Youssoufia	Youssoufia	Marrakech-Safi	33.23828462935599	31.066448054248387	0.9346585842402516	12.92	0.48	1.4	6.88
MA0060075850507	Ighoud	Youssoufia	Marrakech-Safi	512.4496526375084	183.41503004868704	0.3579181468943825	4.95	0.0	0.04	2.48
MA0060075850509	Jdour	Youssoufia	Marrakech-Safi	395.4627391463393	78.47022611568762	0.1984263455138059	2.74	0.0	0.0	1.37
MA0060075850511	Jnane Bouih	Youssoufia	Marrakech-Safi	477.8600511524826	63.50051414674253	0.1328851700274896	1.84	0.0	0.04	0.93
MA0060075850517	Sidi Chiker	Youssoufia	Marrakech-Safi	749.4426731393291	191.59509199715708	0.2556500968841116	3.53	0.0	0.0	1.76
MA0060075850701	Atiamim	Youssoufia	Marrakech-Safi	205.31901287400223	78.07109133186609	0.380242872976288	5.26	0.0	0.07	2.64
MA0060075850703	El Gantour	Youssoufia	Marrakech-Safi	314.247638691468	82.03691599982413	0.2610581780070874	3.61	0.0	0.04	1.81
MA0060075850705	Esbiaat	Youssoufia	Marrakech-Safi	380.95142727961473	108.2485224292158	0.2841530827229646	3.93	0.0	0.0	1.96
MA0060075850713	Lakhoualqa	Youssoufia	Marrakech-Safi	500.635610672645	104.60130337247128	0.2089370015687275	2.89	0.0	0.04	1.45
MA0060075850715	Ras El Ain	Youssoufia	Marrakech-Safi	460.8755747769691	96.90480808045828	0.2102624078686602	2.91	0.0	0.04	1.46
MA0060084270101	Ben Guerir	Rehamna	Marrakech-Safi	118.08093715626974	124.11463193689104	1.051097958111869	14.53	3.37	2.61	8.8
MA0060084270117	Sidi Bou Othmane	Rehamna	Marrakech-Safi	41.70383403414704	21.36146450742856	0.5122182408921401	7.08	3.61	0.29	4.68
MA0060084270701	Ait Hammou	Rehamna	Marrakech-Safi	358.27234860137213	42.97261838445281	0.1199439994523993	1.66	0.0	0.04	0.84
MA0060084270703	Ait Taleb	Rehamna	Marrakech-Safi	345.2952918444451	31.580602489640647	0.0914596961949531	1.26	0.0	0.0	0.63
MA0060084270705	Bouchane	Rehamna	Marrakech-Safi	253.43783381978471	28.827993226146244	0.1137477889218597	1.57	0.0	0.07	0.8
MA0060084270707	Jaafra	Rehamna	Marrakech-Safi	603.6804950922448	109.9737249920201	0.1821720693083113	2.52	0.0	0.0	1.26
MA0060084270709	Labrikiyne	Rehamna	Marrakech-Safi	311.21745175005765	58.27073336185906	0.187234787233773	2.59	0.0	0.29	1.35
MA0060084270711	Oulad Aamer Tizmarine	Rehamna	Marrakech-Safi	187.52634976340505	25.14217035099592	0.1340727336863158	1.85	0.0	0.04	0.93
MA0060084270713	Oulad Hassoune Hamri	Rehamna	Marrakech-Safi	429.7064457274337	119.16829525485348	0.2773248957276356	3.83	0.24	0.29	2.04
MA0060084270715	Sidi Abdallah	Rehamna	Marrakech-Safi	332.1120009168196	178.3999658299886	0.5371680798571035	7.43	0.48	0.22	3.9
MA0060084270717	Sidi Ali Labrahla	Rehamna	Marrakech-Safi	262.0453657991288	80.14261659478048	0.3058348937039165	4.23	0.0	0.04	2.12
MA0060084270719	Sidi Ghanem	Rehamna	Marrakech-Safi	446.8325141871983	79.7092405452745	0.1783872883339028	2.47	0.0	0.04	1.24
MA0060084270721	Sidi Mansour	Rehamna	Marrakech-Safi	223.64567806208927	20.86721956246436	0.0933048192269162	1.29	0.0	0.0	0.64
MA0060084270723	Skhour Rehamna	Rehamna	Marrakech-Safi	427.5221723984329	235.59803989290475	0.5510779442646946	7.62	0.24	0.48	3.98
MA0060084270725	Skoura Lhadra	Rehamna	Marrakech-Safi	408.6985083571315	92.99503216813643	0.2275394459890588	3.15	0.0	0.0	1.58
MA0060084270901	Akarma	Rehamna	Marrakech-Safi	225.4997604424843	41.43502354427005	0.1837475279927777	2.54	0.0	0.0	1.27
MA0060084270903	Bourrous	Rehamna	Marrakech-Safi	235.21424584101268	51.43310546803101	0.2186649251797272	3.02	0.0	0.04	1.52
MA0060084270905	Jaidate	Rehamna	Marrakech-Safi	87.16111031181633	23.78698124835434	0.2729081945291554	3.77	0.0	0.07	1.9
MA0060084270906	Jbilate	Rehamna	Marrakech-Safi	621.0237943657876	209.4121987674629	0.3372047909715317	4.66	7.45	0.44	4.65
MA0060084270907	Lamharra	Rehamna	Marrakech-Safi	404.09467023126734	98.53009603678368	0.2438292392730494	3.37	0.0	0.07	1.7
MA0060084270909	Nzalat Laadam	Rehamna	Marrakech-Safi	647.6594458103456	181.8483974102134	0.2807778047345335	3.88	5.29	0.44	3.62
MA0060084270911	Oulad Imloul	Rehamna	Marrakech-Safi	450.84230342552615	81.531958093405	0.1808436286344924	2.5	0.0	0.0	1.25
MA0060084270913	Ras Ain Rhamna	Rehamna	Marrakech-Safi	182.80652344649732	31.06520442579065	0.1699348789097376	2.35	0.96	0.11	1.48
MA0060084270915	Sidi Boubker	Rehamna	Marrakech-Safi	296.5869043065671	48.82190355641544	0.1646124722551831	2.28	0.0	0.15	1.17
MA0060084270919	Tlauh	Rehamna	Marrakech-Safi	133.13130883417884	31.36590823119948	0.235601290980074	3.26	0.0	0.11	1.65
